Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Refractive_Index-Real_Part[440nm],Refractive_Index-Real_Part[675nm],Refractive_Index-Real_Part[870nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Imaginary_Part[440nm],Refractive_Index-Imaginary_Part[675nm],Refractive_Index-Imaginary_Part[870nm],Refractive_Index-Imaginary_Part[1020nm],Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
IIT_Delhi,25:03:2022,03:26:17,84,84.143252,1.4078,1.4807,1.5074,1.5031,0.005466,0.002406,0.00231,0.002356,56.245836,56.870772,1.945441,0.097336,0.52693,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06249,0.12082,0.23787,0.24052,1,1,0.735231481,10:45:51,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,25:03:2022,03:56:15,84,84.164062,1.4595,1.5192,1.5363,1.5264,0.005819,0.002903,0.002795,0.002651,50.11655,50.719579,1.493626,0.110036,0.543495,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.05962,0.1151,0.22797,0.23123,1,1,0.735231481,10:52:39,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,25:03:2022,11:42:47,84,84.488044,1.4833,1.5217,1.5228,1.509,0.007383,0.004533,0.004796,0.005074,73.378993,72.727639,3.102169,0.105572,0.420954,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07774,0.14989,0.28617,0.28233,1,1,0.735231481,10:41:35,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:03:2022,02:02:11,85,85.08485,1.4072,1.4818,1.5043,1.5004,0.008118,0.004705,0.00458,0.004733,73.976457,74.629633,1.665415,0.02586,0.528144,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07763,0.15097,0.29024,0.29017,1,1,0.735231481,11:05:42,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:03:2022,02:36:05,85,85.108391,1.4081,1.4839,1.507,1.5024,0.007466,0.004176,0.003962,0.003726,66.628797,67.275685,1.670575,0.048028,0.49507,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06968,0.13512,0.2627,0.26399,1,1,0.735231481,10:35:09,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:03:2022,03:23:56,85,85.14162,1.42,1.498,1.5219,1.5145,0.006312,0.003619,0.00378,0.003612,56.456479,57.084004,1.750349,0.099687,0.450565,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.0626,0.12104,0.23826,0.2409,1,1,0.735231481,10:41:00,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:03:2022,03:52:51,85,85.161701,1.4855,1.5401,1.5457,1.5299,0.006797,0.003301,0.00334,0.003495,50.507815,51.115375,1.433362,0.123414,0.452609,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.05978,0.11542,0.22853,0.23175,1,1,0.735231481,10:46:52,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:03:2022,10:56:10,85,85.455671,-999,-999,-999,-999,-999,-999,-999,-999,63.192823,62.552368,2.643118,0.217194,0.390146,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06741,0.12987,0.2523,0.25184,1,1,0.735231481,10:34:39,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:03:2022,11:43:22,85,85.488449,-999,-999,-999,-999,-999,-999,-999,-999,73.380427,72.728415,2.7768,0.105914,0.369529,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07775,0.14989,0.28618,0.28233,1,1,0.735231481,10:40:47,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:03:2022,12:01:32,85,85.501065,-999,-999,-999,-999,-999,-999,-999,-999,77.333993,76.680786,3.330587,0.065992,0.370627,4,8,7,5,4,8,7,5,4,9,7,6,4,10,7,6,0.08368,0.16137,0.30559,0.29971,1,1,0.735231481,10:43:19,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,02:01:03,86,86.084063,-999,-999,-999,-999,-999,-999,-999,-999,73.967743,74.621468,2.237124,0.086555,0.373079,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0776,0.15093,0.29017,0.29013,1,1,0.735231481,10:35:14,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,02:33:34,86,86.106644,-999,-999,-999,-999,-999,-999,-999,-999,66.909861,67.55809,2.053092,0.127573,0.379084,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06993,0.13562,0.26358,0.26481,1,1,0.735231481,10:41:18,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,03:22:37,86,86.140706,1.4812,1.5279,1.5299,1.5242,0.005396,0.002067,0.001904,0.002333,56.454835,57.084278,2.496157,0.313841,0.402075,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.0626,0.12103,0.23826,0.2409,1,1,0.735231481,10:46:49,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,03:51:24,86,86.160694,1.5242,1.5603,1.5612,1.5567,0.005537,0.00262,0.002788,0.003597,50.511066,51.121372,2.4758,0.348128,0.406328,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.05977,0.11541,0.22852,0.23176,1,1,0.735231481,10:52:05,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,10:08:43,86,86.42272,-999,-999,-999,-999,-999,-999,-999,-999,53.067944,52.450754,3.169455,0.372846,0.353256,4,10,8,4,4,10,8,4,3,10,8,4,3,10,8,4,0.06119,0.1178,0.23191,0.23359,1,1,0.735231481,10:42:29,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,10:30:32,86,86.43787,-999,-999,-999,-999,-999,-999,-999,-999,57.613513,56.983066,3.03373,0.316861,0.343942,4,10,7,5,4,10,7,5,4,10,7,5,4,10,8,4,0.06363,0.12253,0.2399,0.24072,1,1,0.735231481,10:47:14,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,10:55:55,86,86.455498,-999,-999,-999,-999,-999,-999,-999,-999,63.002781,62.361322,3.136653,0.220782,0.343806,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06724,0.12955,0.2518,0.25141,1,1,0.735231481,10:51:56,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,11:45:52,86,86.490185,-999,-999,-999,-999,-999,-999,-999,-999,73.800312,73.147488,2.971656,0.101923,0.33161,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07831,0.15099,0.28804,0.28398,1,1,0.735231481,10:58:27,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:03:2022,12:03:59,86,86.502766,-999,-999,-999,-999,-999,-999,-999,-999,77.746327,77.092765,3.765315,0.073775,0.331512,4,9,7,5,4,9,7,5,4,9,7,5,4,8,7,6,0.0844,0.16277,0.30792,0.30178,1,1,0.735231481,10:34:28,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,02:00:49,87,87.0839,1.4461,1.5011,1.4973,1.4886,0.004959,0.001907,0.001752,0.001929,73.764096,74.418263,3.121288,0.118686,0.400739,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07734,0.1504,0.28928,0.28926,1,1,0.735231481,10:35:03,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,02:32:24,87,87.105833,-999,-999,-999,-999,-999,-999,-999,-999,66.901734,67.550899,3.562431,0.226909,0.392264,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0699,0.13558,0.26351,0.26479,1,1,0.735231481,10:41:22,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,03:21:18,87,87.139792,1.4932,1.5222,1.5174,1.5121,0.003904,0.000814,0.001032,0.001399,56.456045,57.087343,3.304216,0.333738,0.410462,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.0626,0.12105,0.23827,0.2409,1,1,0.735231481,10:47:16,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,03:50:19,87,87.159942,1.5107,1.5379,1.5365,1.533,0.004504,0.00157,0.001717,0.002276,50.443294,51.055984,3.2143,0.36087,0.422596,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.05975,0.11537,0.22844,0.23167,1,1,0.735231481,10:52:58,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,10:08:27,87,87.422535,1.4956,1.5327,1.5358,1.5309,0.006334,0.002828,0.003063,0.003535,52.855887,52.237062,3.221208,0.345285,0.473453,4,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06109,0.1176,0.23158,0.23328,1,1,0.735231481,10:45:31,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,10:30:12,87,87.437639,1.4863,1.5177,1.5161,1.5105,0.00538,0.002306,0.002398,0.002643,57.39788,56.766165,3.710347,0.342491,0.454059,4,10,7,5,4,10,7,5,4,10,7,5,4,10,8,4,0.06349,0.12226,0.23945,0.24034,1,1,0.735231481,10:51:15,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,10:55:27,87,87.455174,-999,-999,-999,-999,-999,-999,-999,-999,62.767746,62.125385,4.234498,0.322425,0.382143,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06706,0.12919,0.25117,0.25088,1,1,0.735231481,10:56:23,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,11:45:32,87,87.489954,1.4537,1.4894,1.4826,1.4694,0.005143,0.002285,0.002301,0.002214,73.605041,72.951755,3.568269,0.128128,0.433276,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07805,0.15048,0.28719,0.28321,1,1,0.735231481,10:34:55,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:03:2022,12:03:41,87,87.502558,1.4582,1.4876,1.4824,1.4699,0.004477,0.002523,0.002906,0.002881,77.560701,76.906787,4.227724,0.08386,0.446018,4,9,7,5,4,9,7,5,4,9,7,5,4,9,7,6,0.08407,0.16211,0.30681,0.30084,1,1,0.735231481,10:38:18,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:03:2022,02:00:26,88,88.083634,1.4796,1.5203,1.5122,1.5037,0.004452,0.001814,0.001639,0.001747,73.594292,74.248884,3.795213,0.155547,0.402007,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07714,0.14998,0.28853,0.28853,1,1,0.735231481,10:51:17,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:03:2022,02:31:15,88,88.105035,1.4816,1.5192,1.5125,1.5067,0.004291,0.001562,0.001269,0.001554,66.8919,67.54195,3.717533,0.240603,0.402641,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06989,0.13557,0.26349,0.26476,1,1,0.735231481,10:57:28,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:03:2022,03:19:58,88,88.138866,-999,-999,-999,-999,-999,-999,-999,-999,56.463709,57.096807,3.343826,0.327335,0.397753,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.0626,0.12104,0.23828,0.24092,1,1,0.735231481,10:40:45,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:03:2022,03:50:00,88,88.159722,-999,-999,-999,-999,-999,-999,-999,-999,50.221921,50.836356,3.300882,0.38699,0.399177,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.05966,0.11518,0.22812,0.23138,1,1,0.735231481,10:46:28,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:03:2022,10:08:06,88,88.422292,-999,-999,-999,-999,-999,-999,-999,-999,52.628426,52.00805,3.589816,0.361825,0.372408,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06099,0.1174,0.23123,0.23297,1,1,0.735231481,10:38:00,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:03:2022,10:56:10,88,88.455671,-999,-999,-999,-999,-999,-999,-999,-999,62.787995,62.144366,4.047937,0.299133,0.376356,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06709,0.12924,0.25126,0.25092,1,1,0.735231481,10:46:09,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:03:2022,11:45:17,88,88.48978,-999,-999,-999,-999,-999,-999,-999,-999,73.428859,72.775131,4.467807,0.164529,0.383378,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07782,0.15004,0.28644,0.28251,1,1,0.735231481,10:52:12,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,01:57:27,89,89.081563,1.4715,1.518,1.5089,1.499,0.005233,0.0019,0.001674,0.001695,73.993418,74.648539,3.710861,0.139173,0.465296,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0804,0.15229,0.2951,0.29288,1,1,0.735231481,11:10:08,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,02:30:08,89,89.104259,1.4757,1.5217,1.5162,1.5092,0.005029,0.001883,0.001622,0.001661,66.876823,67.527702,3.619957,0.241852,0.481088,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07227,0.13679,0.2678,0.26727,1,1,0.735231481,10:56:45,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,03:18:38,89,89.13794,1.4967,1.5394,1.5394,1.5349,0.007208,0.002487,0.002252,0.002401,56.474418,57.109251,3.428703,0.333109,0.561711,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.06464,0.12229,0.24231,0.24344,1,1,0.735231481,11:03:03,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,03:47:23,89,89.157905,1.5266,1.5619,1.5633,1.5603,0.007755,0.002982,0.002958,0.003492,50.475004,51.092842,3.158108,0.349268,0.57159,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06164,0.11661,0.23234,0.23421,1,1,0.735231481,11:10:08,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,10:07:48,89,89.422083,-999,-999,-999,-999,-999,-999,-999,-999,52.413109,51.791175,4.924585,0.479329,0.394862,3,10,8,4,3,10,7,4,3,10,6,4,3,10,8,4,0.06283,0.11842,0.23478,0.23516,1,1,0.735231481,10:58:39,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,10:56:48,89,89.456111,1.4734,1.5104,1.5098,1.5036,0.00673,0.002225,0.00214,0.002404,62.792398,62.147584,3.994835,0.279504,0.431066,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06935,0.13049,0.25545,0.25344,1,1,0.735231481,11:04:14,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,11:45:40,89,89.490046,1.492,1.5185,1.515,1.4978,0.008322,0.003093,0.003072,0.003093,73.391731,72.737542,2.9207,0.085409,0.556564,4,10,7,6,4,10,7,6,4,10,7,6,4,10,6,6,0.08054,0.15124,0.29101,0.28496,1,1,0.735231481,11:10:57,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:03:2022,12:03:51,89,89.502674,1.4747,1.5047,1.5032,1.4866,0.007743,0.003507,0.003696,0.003757,77.358977,76.704476,3.022997,0.049814,0.628213,4,9,7,5,4,10,7,6,4,10,7,6,4,10,7,6,0.0868,0.16281,0.31081,0.30248,1,1,0.735231481,11:14:59,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,01:56:16,90,90.080741,1.4679,1.5334,1.5355,1.5219,0.0077,0.004108,0.003786,0.003667,74.001402,74.656897,2.764667,0.087461,0.687364,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08041,0.1523,0.29514,0.29291,1,1,0.735231481,11:31:10,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,02:29:38,90,90.103912,1.514,1.5676,1.5627,1.5506,0.007275,0.003778,0.003343,0.003455,66.729923,67.381467,2.921393,0.175202,0.692197,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07214,0.13656,0.26738,0.26684,1,1,0.735231481,11:02:36,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,03:19:23,90,90.138461,1.5366,1.5829,1.5763,1.5626,0.007647,0.004436,0.004071,0.003941,56.047053,56.682594,2.759275,0.285119,0.747014,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06439,0.12183,0.2415,0.2427,1,1,0.735231481,11:11:30,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,03:45:58,90,90.156921,1.5504,1.5933,1.5873,1.5716,0.008597,0.00483,0.004669,0.004836,50.486508,51.106765,2.314391,0.288311,0.774179,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06164,0.11661,0.23236,0.23423,1,1,0.735231481,11:19:38,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,10:29:27,90,90.437118,1.5813,1.6,1.6,1.5836,0.013631,0.006617,0.005815,0.005383,56.813519,56.178049,2.544235,0.464267,1.168666,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06522,0.12285,0.24236,0.24184,1,1,0.735231481,11:34:51,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,10:57:34,90,90.456644,1.4668,1.5391,1.5629,1.5506,0.011461,0.005953,0.005598,0.005371,62.827485,62.181502,2.376852,0.065613,1.162233,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06938,0.13055,0.25555,0.25352,1,1,0.735231481,11:05:47,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,11:46:19,90,90.490498,1.4962,1.5484,1.5595,1.538,0.01409,0.007075,0.006417,0.005876,73.41387,72.759245,2.843916,0.026209,1.227812,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08059,0.15132,0.2911,0.28505,1,1,0.735231481,11:19:16,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,31:03:2022,12:04:49,90,90.503345,1.5006,1.5361,1.5457,1.5267,0.012756,0.006919,0.00656,0.006669,77.45206,76.797366,3.639952,0.025387,1.212577,4,9,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08697,0.16313,0.31133,0.30294,1,1,0.735231481,11:24:56,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.067847222,01:55:07,91,91.079942,-999,-999,-999,-999,-999,-999,-999,-999,74.003777,74.659602,1.127615,0.021309,0.35292,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08044,0.15234,0.29517,0.29293,1,1,0.735231481,11:14:29,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.067847222,02:29:08,91,91.103565,-999,-999,-999,-999,-999,-999,-999,-999,66.584883,67.237061,1.355628,0.049803,0.35174,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07201,0.1363,0.26693,0.26642,1,1,0.735231481,10:59:55,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.067847222,03:44:36,91,91.155972,-999,-999,-999,-999,-999,-999,-999,-999,50.491645,51.114212,4.282832,0.521884,0.33399,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06164,0.11661,0.23236,0.23424,1,1,0.735231481,11:07:08,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,01:54:10,92,92.079282,-999,-999,-999,-999,-999,-999,-999,-999,73.964173,74.620283,1.652364,0.034318,0.353505,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08037,0.15223,0.29502,0.29275,1,1,0.735231481,03:59:05,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,02:26:30,92,92.101736,-999,-999,-999,-999,-999,-999,-999,-999,66.905965,67.559099,1.800914,0.070452,0.354952,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07233,0.13688,0.26795,0.26736,1,1,0.735231481,03:45:50,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,03:14:56,92,92.13537,-999,-999,-999,-999,-999,-999,-999,-999,56.461714,57.101247,1.897029,0.124248,0.376957,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.06463,0.12227,0.24227,0.24342,1,1,0.735231481,03:51:42,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,03:43:43,92,92.155359,-999,-999,-999,-999,-999,-999,-999,-999,50.400292,51.024783,1.555044,0.110466,0.387321,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06161,0.11655,0.23223,0.23412,1,1,0.735231481,03:58:18,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,10:06:50,92,92.421412,1.5244,1.5767,1.5978,1.5889,0.010358,0.006045,0.00601,0.005845,51.764016,51.137622,2.835923,0.151153,0.711037,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06251,0.11784,0.23379,0.23427,1,1,0.735231481,03:52:01,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,10:30:17,92,92.437697,1.5218,1.5803,1.6,1.5914,0.008599,0.004692,0.00455,0.004278,56.71596,56.077565,3.375805,0.183377,0.671672,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06515,0.12273,0.24216,0.24167,1,1,0.735231481,04:00:15,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,10:59:01,92,92.45765,1.4451,1.504,1.5287,1.5211,0.007976,0.003945,0.003696,0.003536,62.885559,62.237435,2.362888,0.072277,0.630235,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06942,0.13063,0.25569,0.25364,1,1,0.735231481,04:07:56,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,11:49:01,92,92.492373,1.4397,1.503,1.5253,1.5157,0.008065,0.004318,0.004158,0.004038,73.767233,73.111833,2.801562,0.04464,0.668242,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08107,0.15222,0.29267,0.28644,1,1,0.735231481,04:15:32,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109513889,12:07:15,92,92.505035,1.4836,1.5314,1.5411,1.5213,0.008926,0.004298,0.004172,0.004153,77.749824,77.094948,3.089948,0.031733,0.695483,4,8,7,6,4,9,7,6,4,9,7,6,4,10,7,6,0.0875,0.16413,0.31306,0.30445,1,1,0.735231481,03:41:47,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151180556,01:53:50,93,93.079051,1.4799,1.5406,1.5361,1.5239,0.007391,0.004518,0.004304,0.004313,73.791467,74.447823,2.881379,0.141689,0.436648,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08011,0.15174,0.29414,0.292,1,1,0.735231481,03:53:14,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151180556,03:13:40,93,93.134491,-999,-999,-999,-999,-999,-999,-999,-999,56.471008,57.112,2.87538,0.352233,0.382427,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.06464,0.12229,0.2423,0.24344,1,1,0.735231481,03:58:38,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151180556,10:06:34,93,93.421227,1.6,1.6,1.6,1.6,0.006101,0.002339,0.002554,0.003212,51.562812,50.934958,4.42485,0.614998,0.537627,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06243,0.11768,0.2335,0.234,1,1,0.735231481,03:53:58,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151180556,10:31:02,93,93.438218,1.5415,1.5835,1.5862,1.5824,0.005471,0.001737,0.001588,0.001842,56.741545,56.101633,3.081523,0.295737,0.527288,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06517,0.12277,0.24221,0.24171,1,1,0.735231481,03:59:35,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151180556,10:59:19,93,93.457859,1.5512,1.5895,1.5906,1.5873,0.005473,0.002291,0.002335,0.002619,62.825378,62.176374,3.417342,0.240846,0.50837,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06938,0.13055,0.25555,0.25351,1,1,0.735231481,04:05:04,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151180556,11:48:47,93,93.492211,1.5398,1.5753,1.5713,1.5641,0.006045,0.002534,0.002472,0.002698,73.599543,72.943877,4.012924,0.131438,0.512587,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08083,0.15177,0.2919,0.28577,1,1,0.735231481,03:45:31,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151180556,12:06:59,93,93.50485,1.5245,1.5638,1.5626,1.5539,0.006149,0.002687,0.00266,0.002803,77.576046,76.921013,3.963995,0.093867,0.508603,4,8,7,6,4,9,7,6,4,9,7,6,4,10,7,6,0.08719,0.16354,0.31202,0.30356,1,1,0.735231481,03:48:27,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.192847222,01:53:32,94,94.078843,1.4359,1.51,1.5267,1.5208,0.008405,0.004242,0.003861,0.003879,73.613282,74.269856,2.310401,0.080031,0.426908,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07989,0.15132,0.29337,0.29124,1,1,0.735231481,04:00:03,1292,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.192847222,02:24:10,94,94.100116,1.3623,1.4533,1.4991,1.5092,0.007184,0.004167,0.003886,0.003958,66.917702,67.572083,2.031691,0.053056,0.469434,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07232,0.13688,0.26797,0.2674,1,1,0.735231481,03:45:23,1292,28.545,77.1926,15,lev20,Almucantar
